ownershg,value,rent,ftotinc,nfams,ncouples,nmothers,nfathers,momloc,momrule,poploc,poprule,sploc,sprule,famsize,nchild,nchlt5,famunit,nsibs,relateg,age,sex,raceg,marst,school,educrec,schltype,occscore,sei,inctot,incwage,incfarm,incss,poverty,migrat5g,movedin,binaryClass
Owned_or_being_bought_(loan),225000.0,0.0,29600.0,2,2,2,2,0,0,0,0,5,3,9,2,2,1,0,Sibling-in-Law,18.0,Female,White,Married_spouse_present,No_not_in_school,Grade_5-8,Not_enrolled,0.0,0.0,0.0,0.0,0,0.0,115.0,Moved_place_not_reported,0,P
Owned_or_being_bought_(loan),400000.0,0.0,74600.0,2,1,1,1,0,0,0,0,2,1,4,2,1,1,0,Head_Householder,40.0,Male,White,Married_spouse_present,No_not_in_school,1_to_3_years_of_college,Not_enrolled,35.0,68.0,70000.0,60000.0,0,0.0,501.0,Moved_place_not_reported,2,P
Rented,999999.0,462.0,200516.0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,Head_Householder,36.0,Male,White,Never_married_single,No_not_in_school,4+_years_of_college,Not_enrolled,41.0,68.0,200516.0,195516.0,0,0.0,501.0,Same_house,5,P
Rented,999999.0,675.0,36706.0,1,1,1,2,0,0,1,1,0,0,6,0,0,1,2,Child,13.0,Male,White,Never_married_single,No_not_in_school,Grade_5-8,Not_enrolled,0.0,0.0,0.0,999999.0,999999,99999.0,215.0,Moved_place_not_reported,0,P
Owned_or_being_bought_(loan),350000.0,0.0,97400.0,1,1,1,1,0,0,0,0,2,1,3,1,0,1,0,Head_Householder,61.0,Male,White,Married_spouse_present,No_not_in_school,Grade_12,Not_enrolled,25.0,15.0,50000.0,47000.0,0,0.0,501.0,Same_house,7,P
Owned_or_being_bought_(loan),350000.0,0.0,228625.0,1,1,1,1,0,0,0,0,1,1,3,1,0,1,0,Spouse,56.0,Female,White,Married_spouse_present,No_not_in_school,Grade_12,Not_enrolled,22.0,61.0,14040.0,14040.0,0,0.0,501.0,Same_house,0,P
Owned_or_being_bought_(loan),187500.0,0.0,77000.0,1,1,1,1,0,0,0,0,2,1,3,1,1,1,0,Head_Householder,41.0,Male,White,Married_spouse_present,No_not_in_school,4+_years_of_college,Not_enrolled,31.0,65.0,32000.0,32000.0,0,0.0,501.0,Moved_place_not_reported,1,P
Owned_or_being_bought_(loan),350000.0,0.0,43105.0,1,1,1,1,2,1,1,1,0,0,11,0,0,1,8,Child,11.0,Male,White,Never_married_single,Yes_in_school,Grade_1-4,Private_school_(19601990),0.0,0.0,0.0,999999.0,999999,99999.0,180.0,Same_house,0,P
Owned_or_being_bought_(loan),187500.0,0.0,36250.0,1,1,1,1,1,1,2,1,0,0,5,0,0,1,1,Child,19.0,Male,White,Never_married_single,Yes_in_school,1_to_3_years_of_college,Public_school,25.0,52.0,3200.0,3200.0,0,0.0,232.0,Moved_place_not_reported,0,P
Owned_or_being_bought_(loan),137500.0,0.0,66688.0,2,0,0,1,0,0,1,1,0,0,5,0,0,1,3,Child,26.0,Female,White,Never_married_single,No_not_in_school,Grade_10,Not_enrolled,0.0,0.0,9888.0,0.0,0,0.0,432.0,Moved_place_not_reported,0,P
Rented,999999.0,675.0,18000.0,3,2,1,1,0,0,0,0,1,1,2,0,0,1,0,Spouse,22.0,Female,White,Married_spouse_present,No_not_in_school,None_or_preschool,Not_enrolled,0.0,0.0,0.0,0.0,0,0.0,217.0,Moved_place_not_reported,0,P
Owned_or_being_bought_(loan),275000.0,0.0,22000.0,1,0,2,0,1,1,0,0,0,0,3,1,1,1,0,Child,28.0,Female,White,Divorced,No_not_in_school,1_to_3_years_of_college,Not_enrolled,29.0,48.0,7000.0,7000.0,0,0.0,220.0,Moved_place_not_reported,0,P
Rented,999999.0,725.0,39200.0,1,1,1,1,2,1,1,1,0,0,4,0,0,1,1,Child,26.0,Male,Other_Asian_or_Pacific,Never_married_single,No_not_in_school,4+_years_of_college,Not_enrolled,33.0,60.0,18000.0,15000.0,0,0.0,306.0,Moved_place_not_reported,0,P
Owned_or_being_bought_(loan),162500.0,0.0,23000.0,1,1,0,0,0,0,0,0,1,1,2,0,0,1,0,Spouse,66.0,Female,White,Married_spouse_present,No_not_in_school,Grade_12,Not_enrolled,0.0,0.0,10000.0,0.0,0,2000.0,307.0,Same_house,0,P
Rented,999999.0,487.0,5500.0,2,0,1,0,0,0,0,0,0,0,1,0,0,2,0,Partner_friend_visitor,33.0,Male,White,Never_married_single,No_not_in_school,Grade_1-4,Not_enrolled,23.0,18.0,14000.0,14000.0,0,0.0,217.0,Moved_place_not_reported,0,P
Owned_or_being_bought_(loan),400000.0,0.0,60760.0,1,1,0,0,0,0,0,0,2,1,2,0,0,1,0,Head_Householder,78.0,Male,White,Married_spouse_present,No_not_in_school,1_to_3_years_of_college,Not_enrolled,42.0,84.0,36900.0,0.0,0,13200.0,501.0,Same_house,7,P
Rented,999999.0,212.0,14000.0,1,1,1,1,0,0,0,0,2,2,4,2,1,1,0,Head_Householder,34.0,Female,White,Married_spouse_present,Yes_in_school,1_to_3_years_of_college,Public_school,26.0,72.0,14000.0,14000.0,0,0.0,111.0,Same_house,6,P
Owned_or_being_bought_(loan),275000.0,0.0,18200.0,1,2,2,2,6,1,5,1,2,1,6,2,1,1,0,Head_Householder,33.0,Male,Chinese,Married_spouse_present,No_not_in_school,1_to_3_years_of_college,Not_enrolled,22.0,51.0,18200.0,18000.0,0,0.0,104.0,Same_house,5,P
Owned_or_being_bought_(loan),137500.0,0.0,0.0,1,1,1,0,0,0,0,0,1,1,4,0,0,1,0,Spouse,68.0,Female,Black_Negro,Married_spouse_present,No_not_in_school,Grade_10,Not_enrolled,0.0,0.0,0.0,0.0,0,0.0,1.0,Same_house,0,P
Rented,999999.0,725.0,40000.0,2,0,1,1,3,3,0,0,0,0,3,0,0,2,1,Other_non-relatives,12.0,Female,White,Never_married_single,Yes_in_school,Grade_5-8,Public_school,0.0,0.0,0.0,999999.0,999999,99999.0,300.0,Moved_place_not_reported,0,P
Owned_or_being_bought_(loan),400000.0,0.0,41176.0,1,0,1,0,1,1,0,0,0,0,4,0,0,1,2,Child,9.0,Female,White,Never_married_single,Yes_in_school,Grade_1-4,Private_school_(19601990),0.0,0.0,0.0,999999.0,999999,99999.0,326.0,Moved_place_not_reported,0,P
Rented,999999.0,187.0,510.0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,Head_Householder,64.0,Male,White,Separated,No_not_in_school,4+_years_of_college,Not_enrolled,33.0,48.0,510.0,0.0,0,510.0,8.0,Moved_place_not_reported,1,P
Rented,999999.0,282.0,4273.0,1,0,1,0,1,1,0,0,0,0,2,0,0,1,0,Child,32.0,Male,White,Never_married_single,No_not_in_school,Grade_12,Not_enrolled,0.0,0.0,3588.0,0.0,0,3240.0,51.0,Same_house,0,P
Owned_or_being_bought_(loan),187500.0,0.0,41489.0,2,2,1,1,0,0,0,0,2,1,4,2,0,1,0,Head_Householder,42.0,Male,White,Married_spouse_present,No_not_in_school,1_to_3_years_of_college,Not_enrolled,31.0,33.0,32199.0,32199.0,0,0.0,319.0,Moved_place_not_reported,2,P
Owned_or_being_bought_(loan),162500.0,0.0,41800.0,2,1,2,1,0,0,0,0,1,1,6,3,0,1,0,Spouse,41.0,Female,Black_Negro,Married_spouse_present,No_not_in_school,Grade_12,Not_enrolled,24.0,44.0,3000.0,3000.0,0,0.0,245.0,Moved_place_not_reported,0,N
Rented,999999.0,575.0,10000.0,1,1,1,1,0,0,0,0,0,0,6,0,0,1,1,Sibling-in-Law,21.0,Male,White,Married_spouse_absent,No_not_in_school,Grade_5-8,Not_enrolled,30.0,24.0,0.0,0.0,0,0.0,57.0,Moved_place_not_reported,0,P
Rented,999999.0,575.0,44600.0,1,1,0,0,0,0,0,0,1,1,2,0,0,1,0,Spouse,55.0,Female,White,Married_spouse_present,No_not_in_school,Grade_12,Not_enrolled,24.0,47.0,10000.0,10000.0,0,0.0,501.0,Same_house,0,P
Owned_or_being_bought_(loan),162500.0,0.0,23666.0,1,1,0,0,0,0,0,0,2,2,2,0,0,1,0,Head_Householder,66.0,Female,Black_Negro,Married_spouse_present,No_not_in_school,Grade_12,Not_enrolled,35.0,66.0,13666.0,13666.0,0,0.0,316.0,Same_house,7,P
Owned_or_being_bought_(loan),350000.0,0.0,68540.0,1,1,1,1,0,0,0,0,2,1,4,2,0,1,0,Head_Householder,48.0,Male,White,Married_spouse_present,No_not_in_school,4+_years_of_college,Not_enrolled,46.0,84.0,67700.0,60000.0,0,0.0,501.0,Same_house,6,P
Rented,999999.0,875.0,29000.0,1,0,1,0,0,0,0,0,0,0,2,1,0,1,0,Head_Householder,49.0,Female,Chinese,Married_spouse_absent,Yes_in_school,4+_years_of_college,Private_school_(19601990),36.0,66.0,15000.0,15000.0,0,0.0,349.0,Moved_place_not_reported,1,P
Rented,999999.0,462.0,24178.0,1,1,1,1,2,1,1,1,0,0,3,0,0,1,0,Child,8.0,Female,White,Never_married_single,No_not_in_school,None_or_preschool,Not_enrolled,0.0,0.0,0.0,999999.0,999999,99999.0,242.0,Moved_place_not_reported,0,P
Owned_or_being_bought_(loan),187500.0,0.0,48000.0,1,1,1,1,1,1,2,1,0,0,5,0,0,1,2,Child,14.0,Female,Black_Negro,Never_married_single,Yes_in_school,Grade_5-8,Public_school,0.0,0.0,0.0,999999.0,999999,99999.0,324.0,Same_house,0,P
Owned_or_being_bought_(loan),225000.0,0.0,22200.0,1,1,1,1,2,1,1,1,0,0,6,0,0,1,1,Child,6.0,Male,Japanese,Never_married_single,Yes_in_school,None_or_preschool,Public_school,0.0,0.0,0.0,999999.0,999999,99999.0,130.0,Same_house,0,P
Rented,999999.0,575.0,28000.0,3,0,0,0,0,0,0,0,0,0,1,0,0,2,0,Partner_friend_visitor,50.0,Female,White,Divorced,No_not_in_school,Grade_12,Not_enrolled,20.0,9.0,10300.0,9100.0,0,0.0,160.0,Same_house,0,P
Owned_or_being_bought_(loan),225000.0,0.0,77000.0,1,1,0,0,0,0,0,0,2,1,2,0,0,1,0,Head_Householder,62.0,Male,White,Married_spouse_present,No_not_in_school,4+_years_of_college,Not_enrolled,31.0,65.0,62000.0,44000.0,0,0.0,501.0,Moved_place_not_reported,2,P
Rented,999999.0,675.0,63000.0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,Head_Householder,50.0,Male,White,Divorced,No_not_in_school,Grade_12,Not_enrolled,32.0,62.0,63000.0,44000.0,0,0.0,501.0,Moved_place_not_reported,1,P
Rented,999999.0,412.0,15328.0,1,0,1,1,1,1,0,0,0,0,7,0,0,1,4,Child,18.0,Male,White,Never_married_single,No_not_in_school,Grade_10,Not_enrolled,33.0,48.0,4000.0,4000.0,0,0.0,80.0,Moved_place_not_reported,0,P
Owned_or_being_bought_(loan),112500.0,0.0,59080.0,1,1,1,1,2,1,1,1,0,0,4,0,0,1,1,Child,8.0,Female,White,Never_married_single,Yes_in_school,Grade_1-4,Public_school,0.0,0.0,0.0,999999.0,999999,99999.0,470.0,Moved_place_not_reported,0,P
Rented,999999.0,875.0,40149.0,1,0,2,0,0,0,0,0,0,0,5,2,0,1,0,Parent,56.0,Female,Black_Negro,Separated,No_not_in_school,None_or_preschool,Not_enrolled,17.0,13.0,7224.0,0.0,0,0.0,265.0,Moved_place_not_reported,0,P
Rented,999999.0,312.0,8664.0,2,0,0,0,0,0,0,0,0,0,1,0,0,2,0,Partner_friend_visitor,37.0,Male,White,Never_married_single,No_not_in_school,Grade_5-8,Not_enrolled,26.0,18.0,0.0,0.0,0,0.0,1.0,Same_house,0,P
Rented,999999.0,462.0,9000.0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,Head_Householder,25.0,Male,Other_Asian_or_Pacific,Never_married_single,No_not_in_school,Grade_10,Not_enrolled,23.0,16.0,9000.0,9000.0,0,0.0,140.0,Moved_place_not_reported,5,N
Rented,999999.0,625.0,6876.0,2,0,1,0,0,0,0,0,0,0,4,2,0,1,0,Head_Householder,44.0,Female,White,Separated,No_not_in_school,Grade_9,Not_enrolled,23.0,18.0,0.0,0.0,0,0.0,55.0,Moved_place_not_reported,1,P
Rented,999999.0,875.0,54333.0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,Head_Householder,49.0,Male,White,Never_married_single,No_not_in_school,1_to_3_years_of_college,Not_enrolled,46.0,84.0,54333.0,50930.0,0,0.0,501.0,Same_house,6,P
Rented,999999.0,512.0,25900.0,1,1,1,1,0,0,0,0,1,1,3,1,0,1,0,Spouse,39.0,Female,White,Married_spouse_present,No_not_in_school,None_or_preschool,Not_enrolled,20.0,8.0,7900.0,6000.0,0,0.0,259.0,Moved_place_not_reported,0,P
Owned_or_being_bought_(loan),225000.0,0.0,48000.0,2,3,2,2,0,0,0,0,0,0,1,0,0,2,0,Other_non-relatives,49.0,Male,White,Never_married_single,No_not_in_school,Grade_12,Not_enrolled,23.0,18.0,0.0,0.0,0,0.0,1.0,Same_house,0,P
Rented,999999.0,875.0,36480.0,3,1,1,1,0,0,0,0,0,0,6,0,0,1,2,Sibling,35.0,Female,Other_Asian_or_Pacific,Married_spouse_absent,No_not_in_school,4+_years_of_college,Not_enrolled,11.0,22.0,2400.0,2400.0,0,0.0,205.0,Moved_place_not_reported,0,N
Rented,999999.0,675.0,60000.0,1,1,1,1,2,1,1,1,0,0,3,0,0,1,0,Child,19.0,Male,White,Never_married_single,No_not_in_school,1_to_3_years_of_college,Not_enrolled,20.0,8.0,7000.0,7000.0,0,0.0,501.0,Moved_place_not_reported,0,P
Rented,999999.0,875.0,92000.0,1,1,0,0,0,0,0,0,2,2,2,0,0,1,0,Head_Householder,56.0,Female,White,Married_spouse_present,No_not_in_school,4+_years_of_college,Not_enrolled,41.0,68.0,36000.0,36000.0,0,0.0,501.0,Moved_place_not_reported,1,P
Rented,999999.0,725.0,56800.0,1,1,1,1,0,0,0,0,2,1,4,2,1,1,0,Head_Householder,33.0,Male,Black_Negro,Married_spouse_present,Yes_in_school,1_to_3_years_of_college,Public_school,25.0,36.0,40000.0,40000.0,0,0.0,452.0,Moved_place_not_reported,1,P
Rented,999999.0,625.0,85500.0,1,0,0,0,0,0,0,0,0,0,2,0,0,1,1,Head_Householder,44.0,Male,White,Divorced,No_not_in_school,1_to_3_years_of_college,Not_enrolled,32.0,62.0,35500.0,35000.0,0,0.0,501.0,Moved_place_not_reported,2,P
Owned_or_being_bought_(loan),137500.0,0.0,30200.0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,Head_Householder,40.0,Female,Black_Negro,Never_married_single,No_not_in_school,4+_years_of_college,Not_enrolled,39.0,68.0,30200.0,30000.0,0,0.0,468.0,Same_house,2,P
Owned_or_being_bought_(loan),400000.0,0.0,158603.0,1,1,1,1,2,1,1,1,0,0,4,0,0,1,1,Child,17.0,Male,White,Never_married_single,Yes_in_school,Grade_11,Private_school_(19601990),0.0,0.0,0.0,0.0,0,0.0,501.0,Moved_place_not_reported,0,P
Rented,999999.0,575.0,29000.0,1,0,1,0,1,1,0,0,0,0,3,0,0,1,1,Child,11.0,Male,White,Never_married_single,Yes_in_school,Grade_5-8,Private_school_(19601990),0.0,0.0,0.0,999999.0,999999,99999.0,290.0,Same_house,0,P
Owned_or_being_bought_(loan),225000.0,0.0,82500.0,1,1,0,0,0,0,0,0,1,1,2,0,0,1,0,Spouse,28.0,Female,White,Married_spouse_present,No_not_in_school,Grade_12,Not_enrolled,22.0,61.0,17000.0,17000.0,0,0.0,501.0,Moved_place_not_reported,0,P
Rented,999999.0,237.0,13000.0,1,0,2,0,1,1,0,0,0,0,5,0,0,1,1,Child,10.0,Male,Black_Negro,Never_married_single,Yes_in_school,Grade_1-4,Public_school,0.0,0.0,0.0,999999.0,999999,99999.0,88.0,Same_house,0,P
Rented,999999.0,625.0,26000.0,2,0,0,1,0,0,1,1,0,0,5,0,0,1,3,Child,12.0,Male,White,Never_married_single,No_not_in_school,Grade_5-8,Not_enrolled,0.0,0.0,0.0,999999.0,999999,99999.0,178.0,Moved_place_not_reported,0,P
Owned_or_being_bought_(loan),137500.0,0.0,83063.0,1,1,2,2,1,1,2,1,0,0,7,1,1,1,2,Child,24.0,Female,White,Never_married_single,Yes_in_school,1_to_3_years_of_college,Public_school,11.0,16.0,7000.0,7000.0,0,0.0,413.0,Moved_place_not_reported,0,P
Rented,999999.0,462.0,9887.0,1,1,1,1,0,0,0,0,0,0,6,0,0,1,2,Sibling,21.0,Male,White,Married_spouse_absent,No_not_in_school,Grade_5-8,Not_enrolled,20.0,8.0,1720.0,1720.0,0,0.0,57.0,Moved_place_not_reported,0,P
Rented,999999.0,387.0,10840.0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,Head_Householder,64.0,Female,White,Divorced,No_not_in_school,Grade_12,Not_enrolled,18.0,44.0,10840.0,1200.0,0,4080.0,168.0,Same_house,2,P
Rented,999999.0,512.0,17022.0,2,0,1,0,0,0,0,0,0,0,8,0,0,1,0,Grandchild,15.0,Male,Black_Negro,Never_married_single,Yes_in_school,Grade_5-8,Public_school,0.0,0.0,0.0,999999.0,999999,0.0,83.0,Same_house,0,P
Rented,999999.0,675.0,41000.0,1,1,0,0,0,0,0,0,2,1,2,0,0,1,0,Head_Householder,29.0,Male,Other_Asian_or_Pacific,Married_spouse_present,No_not_in_school,Grade_12,Not_enrolled,30.0,44.0,20000.0,20000.0,0,0.0,494.0,Same_house,1,P
Owned_or_being_bought_(loan),225000.0,0.0,69000.0,1,1,1,1,0,0,0,0,2,1,4,2,2,1,0,Head_Householder,36.0,Male,White,Married_spouse_present,No_not_in_school,Grade_12,Not_enrolled,34.0,49.0,51000.0,51000.0,0,0.0,501.0,Moved_place_not_reported,2,P
Owned_or_being_bought_(loan),350000.0,0.0,30000.0,1,1,1,1,2,1,1,1,0,0,4,0,0,1,1,Child,11.0,Male,White,Never_married_single,Yes_in_school,Grade_1-4,Private_school_(19601990),0.0,0.0,0.0,999999.0,999999,99999.0,239.0,Moved_place_not_reported,0,P
Owned_or_being_bought_(loan),225000.0,0.0,58000.0,1,1,1,1,0,0,0,0,2,1,3,1,1,1,0,Head_Householder,36.0,Male,White,Married_spouse_present,No_not_in_school,4+_years_of_college,Not_enrolled,36.0,66.0,33000.0,33000.0,0,0.0,501.0,Moved_place_not_reported,2,P
Rented,999999.0,137.0,7320.0,1,1,1,1,0,0,0,0,2,1,3,1,0,1,0,Head_Householder,65.0,Male,White,Married_spouse_present,No_not_in_school,Grade_11,Not_enrolled,18.0,8.0,7320.0,0.0,0,7320.0,73.0,Moved_place_not_reported,2,P
Owned_or_being_bought_(loan),27500.0,0.0,18498.0,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,Head_Householder,69.0,Male,White,Never_married_single,No_not_in_school,1_to_3_years_of_college,Not_enrolled,0.0,0.0,18498.0,0.0,0,0.0,311.0,Same_house,6,P
Owned_or_being_bought_(loan),225000.0,0.0,26233.0,1,1,1,1,2,1,1,1,0,0,4,0,0,1,1,Child,12.0,Male,Other_Asian_or_Pacific,Never_married_single,Yes_in_school,Grade_5-8,Private_school_(19601990),0.0,0.0,0.0,999999.0,999999,99999.0,209.0,Same_house,0,P
Rented,999999.0,575.0,65000.0,1,2,2,2,0,0,0,0,5,1,6,1,0,1,0,Parent,65.0,Female,Other_Asian_or_Pacific,Married_spouse_present,No_not_in_school,1_to_3_years_of_college,Not_enrolled,0.0,0.0,0.0,0.0,0,0.0,373.0,Moved_place_not_reported,0,P
Owned_or_being_bought_(loan),187500.0,0.0,88000.0,1,1,1,1,2,1,1,1,0,0,6,0,0,1,3,Child,10.0,Female,Black_Negro,Never_married_single,Yes_in_school,Grade_1-4,Public_school,0.0,0.0,0.0,999999.0,999999,99999.0,501.0,Same_house,0,P
Rented,999999.0,875.0,20000.0,3,0,0,0,0,0,0,0,0,0,1,0,0,1,0,Head_Householder,29.0,Male,White,Never_married_single,No_not_in_school,Grade_12,Not_enrolled,11.0,16.0,20000.0,20000.0,0,0.0,310.0,Moved_place_not_reported,1,P
Rented,999999.0,337.0,1800.0,3,0,0,0,0,0,0,0,0,0,1,0,0,1,0,Head_Householder,42.0,Female,White,Never_married_single,No_not_in_school,Grade_11,Not_enrolled,6.0,7.0,1800.0,1800.0,0,0.0,28.0,Same_house,6,N
Rented,999999.0,262.0,20500.0,1,1,1,1,2,1,1,1,0,0,5,0,0,1,2,Child,14.0,Female,White,Never_married_single,Yes_in_school,Grade_9,Public_school,0.0,0.0,0.0,999999.0,999999,99999.0,139.0,Same_house,0,P
Rented,999999.0,337.0,24000.0,1,1,0,0,0,0,0,0,1,1,2,0,0,1,0,Spouse,33.0,Female,White,Married_spouse_present,Yes_in_school,Grade_12,Public_school,17.0,13.0,12000.0,12000.0,0,0.0,289.0,Same_house,0,N
Owned_or_being_bought_(loan),112500.0,0.0,12148.0,1,0,1,0,1,1,0,0,0,0,6,0,0,1,4,Child,14.0,Female,White,Never_married_single,Yes_in_school,Grade_5-8,Public_school,0.0,0.0,0.0,999999.0,999999,99999.0,75.0,Same_house,0,P
Rented,999999.0,675.0,27550.0,1,1,1,1,0,0,0,0,0,0,6,0,0,1,2,Sibling,20.0,Female,White,Never_married_single,No_not_in_school,Grade_5-8,Not_enrolled,0.0,0.0,0.0,0.0,0,0.0,155.0,Moved_place_not_reported,0,P
Rented,999999.0,725.0,45400.0,1,1,2,1,5,6,0,0,0,0,6,0,0,1,0,Other_relatives,7.0,Female,Black_Negro,Never_married_single,Yes_in_school,Grade_1-4,Public_school,0.0,0.0,0.0,999999.0,999999,99999.0,266.0,Moved_place_not_reported,0,P
Owned_or_being_bought_(loan),400000.0,0.0,264000.0,1,1,2,1,0,0,0,0,0,0,8,1,0,1,0,Parent,74.0,Female,Other_Asian_or_Pacific,Widowed,No_not_in_school,Grade_1-4,Not_enrolled,0.0,0.0,0.0,0.0,0,0.0,501.0,Moved_place_not_reported,0,P
Owned_or_being_bought_(loan),400000.0,0.0,78500.0,1,1,0,0,0,0,0,0,2,1,2,0,0,1,0,Head_Householder,46.0,Male,White,Married_spouse_present,No_not_in_school,Grade_12,Not_enrolled,20.0,52.0,62500.0,0.0,0,0.0,501.0,Same_house,6,N
Rented,999999.0,725.0,32400.0,2,1,1,1,0,0,0,0,0,0,1,0,0,2,0,Partner_friend_visitor,23.0,Female,White,Never_married_single,No_not_in_school,Grade_5-8,Not_enrolled,6.0,7.0,0.0,0.0,0,0.0,1.0,Moved_place_not_reported,0,P
Owned_or_being_bought_(loan),187500.0,0.0,47103.0,1,2,2,2,0,0,0,0,6,1,10,4,0,1,0,Other_relatives,42.0,Male,Other_Asian_or_Pacific,Married_spouse_present,Yes_in_school,1_to_3_years_of_college,Public_school,0.0,0.0,0.0,0.0,0,0.0,188.0,Moved_place_not_reported,0,P
Rented,999999.0,625.0,27700.0,1,1,2,1,0,0,0,0,0,0,6,1,0,1,0,Parent,57.0,Female,White,Widowed,No_not_in_school,Grade_5-8,Not_enrolled,0.0,0.0,0.0,0.0,0,0.0,162.0,Moved_place_not_reported,0,P
Owned_or_being_bought_(loan),137500.0,0.0,39000.0,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,Head_Householder,22.0,Male,White,Never_married_single,No_not_in_school,Grade_12,Not_enrolled,24.0,19.0,39000.0,39000.0,0,0.0,501.0,Moved_place_not_reported,2,P
Owned_or_being_bought_(loan),162500.0,0.0,61000.0,1,0,1,0,0,0,0,0,0,0,2,1,0,1,0,Head_Householder,64.0,Female,White,Separated,No_not_in_school,Grade_12,Not_enrolled,25.0,44.0,31000.0,31000.0,0,0.0,501.0,Same_house,6,P
Owned_or_being_bought_(loan),112500.0,0.0,91515.0,1,1,1,1,0,0,0,0,0,0,7,0,0,1,0,Other_relatives,28.0,Male,White,Never_married_single,Yes_in_school,Grade_5-8,Public_school,22.0,18.0,10000.0,10000.0,0,0.0,455.0,Same_house,0,P
Owned_or_being_bought_(loan),350000.0,0.0,50989.0,1,1,1,1,0,0,0,0,1,1,3,1,1,1,0,Spouse,33.0,Female,White,Married_spouse_present,No_not_in_school,1_to_3_years_of_college,Not_enrolled,24.0,47.0,31742.0,31693.0,0,0.0,501.0,Moved_place_not_reported,0,P
Owned_or_being_bought_(loan),95000.0,0.0,97000.0,1,2,2,2,0,0,0,0,3,1,7,3,2,1,0,Child-in-law,25.0,Female,White,Married_spouse_present,No_not_in_school,Grade_11,Not_enrolled,0.0,0.0,0.0,0.0,0,0.0,490.0,Same_house,0,P
Owned_or_being_bought_(loan),275000.0,0.0,57045.0,1,1,1,1,0,0,0,0,2,1,3,1,0,1,0,Head_Householder,35.0,Male,White,Married_spouse_present,No_not_in_school,4+_years_of_college,Not_enrolled,36.0,66.0,30000.0,30000.0,0,0.0,501.0,Moved_place_not_reported,1,P
Owned_or_being_bought_(loan),187500.0,0.0,59204.0,1,1,1,1,2,1,1,1,0,0,3,0,0,1,0,Child,19.0,Male,White,Never_married_single,No_not_in_school,1_to_3_years_of_college,Not_enrolled,20.0,8.0,9800.0,9800.0,0,0.0,501.0,Same_house,0,P
Rented,999999.0,1000.0,27600.0,1,0,1,0,0,0,0,0,0,0,5,2,0,1,1,Head_Householder,48.0,Female,Black_Negro,Divorced,Yes_in_school,4+_years_of_college,Private_school_(19601990),61.0,93.0,23600.0,0.0,0,0.0,187.0,Same_house,6,P
Rented,999999.0,462.0,10000.0,3,0,0,1,0,0,0,0,0,0,4,0,0,1,0,Other_relatives,24.0,Male,White,Never_married_single,No_not_in_school,None_or_preschool,Not_enrolled,29.0,27.0,2000.0,2000.0,0,0.0,77.0,Moved_place_not_reported,0,P
Rented,999999.0,625.0,21600.0,1,1,0,0,0,0,0,0,0,0,5,0,0,1,3,Sibling,9.0,Male,White,Never_married_single,Yes_in_school,Grade_1-4,Public_school,0.0,0.0,0.0,999999.0,999999,99999.0,146.0,Moved_place_not_reported,0,P
Rented,999999.0,262.0,25000.0,1,1,1,1,2,1,1,1,0,0,4,0,0,1,1,Child,5.0,Female,White,Never_married_single,Yes_in_school,None_or_preschool,Public_school,0.0,0.0,0.0,999999.0,999999,99999.0,192.0,Moved_place_not_reported,0,P
Rented,999999.0,625.0,48000.0,1,1,0,0,0,0,0,0,1,1,2,0,0,1,0,Spouse,35.0,Female,White,Married_spouse_present,No_not_in_school,Grade_12,Not_enrolled,41.0,68.0,18000.0,18000.0,0,0.0,501.0,Moved_place_not_reported,0,P
Owned_or_being_bought_(loan),350000.0,0.0,211000.0,1,1,1,1,2,1,1,1,0,0,4,0,0,1,1,Child,18.0,Male,Other_Asian_or_Pacific,Never_married_single,Yes_in_school,Grade_11,Public_school,0.0,0.0,0.0,0.0,0,0.0,501.0,Same_house,0,P
Rented,999999.0,512.0,34220.0,1,1,0,0,0,0,0,0,2,1,2,0,0,1,0,Head_Householder,34.0,Male,White,Married_spouse_present,No_not_in_school,1_to_3_years_of_college,Not_enrolled,24.0,47.0,5200.0,4000.0,0,0.0,412.0,Same_house,5,P
Owned_or_being_bought_(loan),137500.0,0.0,63511.0,1,1,2,1,2,1,1,1,0,0,5,0,0,1,1,Child,15.0,Female,Other_Asian_or_Pacific,Never_married_single,Yes_in_school,Grade_10,Public_school,0.0,0.0,0.0,999999.0,999999,0.0,419.0,Same_house,0,P
Owned_or_being_bought_(loan),187500.0,0.0,50397.0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,Head_Householder,72.0,Male,White,Divorced,No_not_in_school,1_to_3_years_of_college,Not_enrolled,31.0,39.0,50397.0,0.0,0,2106.0,501.0,Moved_place_not_reported,2,P
